Year,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Frequency of macroplastic occurrence per tow (%),0.552486188,0,0,0,0,0,0,0,0.318471338,0,0.280898876,0,0,0,0.295857988,0.290697674,1.173020528,0.643086817,0,0.322580645,0.330033003,0.724637681,0,1.339285714,0,0.995024876,0.452488688,0,0.877192982,0,0.67114094,0.657894737,0,0,1.801801802,1.327433628,0.431034483,1.687763713,0.847457627,1.304347826,0.694444444,0.34965035,3.050847458,3.202846975,4.577464789,3.205128205,1.238390093,2.702702703,4.532577904,2.994011976,1.048951049,0.643086817,3.492063492,4.12979351,2.48447205,2.272727273,1.82767624,2.747252747,3.048780488,3.058103976
